Bioguide_ID,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31,Topic32,Topic33,Topic34,Topic35,Topic36,Topic37,Topic38,Topic39,Topic40,Topic41,Topic42,Topic43,Topic44,Topic45,Topic46,Topic47,Topic48,Topic49
R000599,0.0011441261740401387,0.00763509189710021,0.0007658660179004073,0.0006219993229024112,0.0008891720790416002,0.016741184517741203,0.06696546822786331,0.001910791383124888,0.007608593441545963,0.0007823837222531438,0.01597468927502632,0.0013732463121414185,0.07529737055301666,0.008797528222203255,0.10218929499387741,0.007606921251863241,0.0008414124022237957,0.02210639975965023,0.0006881604786030948,0.007506503723561764,0.08898762613534927,0.008771530352532864,0.007583015598356724,0.062379904091358185,0.002591927070170641,0.0006538025918416679,0.0011607210617512465,0.02011258527636528,0.003146412316709757,0.007762464694678783,0.0006643602391704917,0.004706984385848045,0.02125331573188305,0.08243906497955322,0.04994303360581398,0.0007116331835277379,0.04489821940660477,0.016345011070370674,0.02131803147494793,0.06894226372241974,0.0008145039319060743,0.0008558667032048106,0.02667686715722084,0.013534908182919025,0.0117419408634305,0.00790603831410408,0.0006660624640062451,0.007744936738163233,0.014313598163425922,0.05392708629369736
R000601,0.015044089406728745,0.037192508578300476,0.005744644906371832,0.2169504165649414,0.038479842245578766,0.037187591195106506,0.0028736547101289034,0.029544658958911896,0.004413178190588951,0.03622583672404289,0.0033625559881329536,0.0037499787285923958,0.0038388839457184076,0.0040751188062131405,0.0694192573428154,0.0031211732421070337,0.003074915846809745,0.0035113543272018433,0.0040462445467710495,0.0036784703843295574,0.003351017599925399,0.019235696643590927,0.0031669263262301683,0.003749207826331258,0.1593480259180069,0.0029578772373497486,0.0073598516173660755,0.03673265129327774,0.0034769875928759575,0.004060326609760523,0.004490949213504791,0.011080177500844002,0.0029002593364566565,0.003273024456575513,0.003166605718433857,0.003783003194257617,0.003220563055947423,0.002833009697496891,0.0033183349296450615,0.07119187712669373,0.004142369143664837,0.004034869838505983,0.00438072020187974,0.0028694092761725187,0.03693588078022003,0.0035435876343399286,0.055171333253383636,0.0031817168928682804,0.0033963436726480722,0.0041129691526293755
R000602,0.0006309205200523138,0.0008101654821075499,0.0015007115434855223,0.4432927072048187,0.016869476065039635,0.0007553124451078475,0.0011858806246891618,0.0009122869814746082,0.0008380830404348671,0.0006450925138778985,0.0016478135949000716,0.0008440052624791861,0.01558903232216835,0.0009383981232531369,0.0007258671685121953,0.0006720936507917941,0.0006850138306617737,0.0009687650599516928,0.0007481028442271054,0.0006098799640312791,0.015617918223142624,0.0006307719741016626,0.01634141243994236,0.01679367385804653,0.10827503353357315,0.01675538346171379,0.0007435090956278145,0.03144628182053566,0.01695704273879528,0.0792299211025238,0.000776914821472019,0.022621480748057365,0.0006192507571540773,0.06537826359272003,0.0006727912114001811,0.000904749205801636,0.000730892235878855,0.03299655392765999,0.0006910677766427398,0.030702417716383934,0.0012167654931545258,0.01693333499133587,0.024274416267871857,0.0022554495371878147,0.0008302211062982678,0.0006965186330489814,0.0007254644297063351,0.001753219054080546,0.0007371715037152171,0.0008224870543926954
R000603,0.004406803287565708,0.0018677829066291451,0.0020191713701933622,0.027260182425379753,0.0017537049716338515,0.06125921010971069,0.0038402057252824306,0.004857783671468496,0.002281901892274618,0.0014845671830698848,0.025863947346806526,0.001990281278267503,0.02273324877023697,0.023040469735860825,0.09705959260463715,0.0015416956739500165,0.008042658679187298,0.0020879358053207397,0.04451628029346466,0.0014343397924676538,0.001456585479900241,0.001564556616358459,0.044769201427698135,0.1076744794845581,0.0017483494011685252,0.0024093431420624256,0.009913934394717216,0.02264452539384365,0.041336216032505035,0.08690976351499557,0.0019913488067686558,0.008760032244026661,0.0024042739532887936,0.01466663833707571,0.03752147778868675,0.0020074518397450447,0.009600062854588032,0.0013773401733487844,0.15192177891731262,0.001620040973648429,0.001779136131517589,0.0018328133737668395,0.0023693102411925793,0.09075353294610977,0.0020616319961845875,0.0016488293185830116,0.0027917746920138597,0.001475792727433145,0.0017618294805288315,0.0018861428834497929
R000604,0.07131873816251755,0.008766350336372852,0.00954493135213852,0.009651497937738895,0.029501190409064293,0.003856032621115446,0.003577830968424678,0.005466860719025135,0.024286571890115738,0.003515171818435192,0.0034779987763613462,0.004496437497437,0.0155802546069026,0.016693338751792908,0.004249522928148508,0.0037334831431508064,0.0040091597475111485,0.0042111254297196865,0.02569735422730446,0.018590670078992844,0.003451098222285509,0.017046673223376274,0.003969304729253054,0.004391610622406006,0.1526896059513092,0.01837666518986225,0.03699430078268051,0.051930129528045654,0.05384344235062599,0.0043143294751644135,0.19529211521148682,0.007622910663485527,0.016212647780776024,0.005682709161192179,0.0037031848914921284,0.004745073150843382,0.00406177993863821,0.0034818588756024837,0.003684862283989787,0.003777871374040842,0.01680382527410984,0.016376374289393425,0.012877020053565502,0.004127467982470989,0.005206941161304712,0.0037532311398535967,0.05066573992371559,0.0035776272416114807,0.01710302196443081,0.004012012388557196
R000606,0.029383044689893723,0.007879733107984066,0.009861989878118038,0.0152311185374856,0.010211972519755363,0.05434095114469528,0.012602913193404675,0.06802528351545334,0.014649187214672565,0.012856307439506054,0.013963509351015091,0.037951625883579254,0.0051887258887290955,0.015231870114803314,0.011636699549853802,0.034576043486595154,0.015718979761004448,0.006186647340655327,0.012973428703844547,0.023707766085863113,0.02669670060276985,0.007079192437231541,0.020787831395864487,0.009939360432326794,0.018580371513962746,0.05887996405363083,0.04486953839659691,0.012009711936116219,0.045210275799036026,0.008171585388481617,0.012288536876440048,0.010161032900214195,0.011184317991137505,0.005882322788238525,0.00801483727991581,0.03664696216583252,0.007060039788484573,0.04452299699187279,0.009688598103821278,0.02597540244460106,0.006680188700556755,0.042807236313819885,0.009441745467483997,0.01374160684645176,0.027768345549702644,0.005851657595485449,0.010214053094387054,0.011354582384228706,0.02617507427930832,0.010138082318007946
R000607,0.015085475519299507,0.004730407148599625,0.005491434130817652,0.0025127476546913385,0.00268812314607203,0.009160187095403671,0.002762623131275177,0.002425221260637045,0.1425120085477829,0.001979375723749399,0.004872636403888464,0.0024763387627899647,0.032575804740190506,0.002292877295985818,0.0018137444276362658,0.0885087326169014,0.006276181899011135,0.0024890699423849583,0.0028403690084815025,0.08880878239870071,0.03819085657596588,0.030942391604185104,0.002405626466497779,0.16862942278385162,0.002677841344848275,0.0019804625771939754,0.027355555444955826,0.0018663685768842697,0.002204698510468006,0.0037069516256451607,0.0023370711132884026,0.005861243233084679,0.002408895641565323,0.0024981016758829355,0.0029475854244083166,0.034712765365839005,0.0020745431538671255,0.059042949229478836,0.002252798993140459,0.001985634909942746,0.031582679599523544,0.002087467350065708,0.002994681242853403,0.0021954996045678854,0.0028869251254945993,0.12932689487934113,0.0021677687764167786,0.003237977158278227,0.0027727705892175436,0.002363412408158183
R000608,0.001918212277814746,0.05054787918925285,0.10427921265363693,0.025858717039227486,0.0018578224116936326,0.001391950761899352,0.025511639192700386,0.0016634234925732017,0.0016675073420628905,0.0014653409598395228,0.0017849275609478354,0.06331788003444672,0.026044722646474838,0.0015763627598062158,0.09115954488515854,0.0015318830264732242,0.0012113945558667183,0.0014836420305073261,0.0016794991679489613,0.07126334309577942,0.07442500442266464,0.0875522717833519,0.025736477226018906,0.028944840654730797,0.002354211639612913,0.0042222230695188046,0.0015191524289548397,0.039675917476415634,0.002410250948742032,0.08166362345218658,0.005278184078633785,0.0014165728352963924,0.04997429624199867,0.0017152403015643358,0.0012427400797605515,0.0024470293428748846,0.0013947973493486643,0.025722069665789604,0.0018312506144866347,0.019319690763950348,0.0019559848587960005,0.0012490565422922373,0.02589929662644863,0.025852492079138756,0.0016363869654014707,0.0011817498598247766,0.0018099875887855887,0.0013583933468908072,0.001386507647112012,0.0016094017773866653
R000609,0.0017768391408026218,0.0027607695665210485,0.0023508858866989613,0.047233179211616516,0.002825117902830243,0.017630085349082947,0.016528181731700897,0.008138191886246204,0.010209746658802032,0.0024926187470555305,0.002042430453002453,0.010883420705795288,0.04474583640694618,0.024568984284996986,0.04650227352976799,0.015555045567452908,0.002038179663941264,0.0028567237313836813,0.0024083759635686874,0.001987852854654193,0.009341010823845863,0.02649856172502041,0.0022699616383761168,0.01706281676888466,0.07847429066896439,0.008811314590275288,0.041389722377061844,0.07843055576086044,0.0021246932446956635,0.0027657069731503725,0.0072219716385006905,0.008723529055714607,0.03249277174472809,0.03845149278640747,0.0064038182608783245,0.007598628289997578,0.0021667559631168842,0.036193545907735825,0.045419298112392426,0.10495442897081375,0.0026848840061575174,0.010310753248631954,0.009936226531863213,0.092780701816082,0.017621051520109177,0.0023419640492647886,0.00924795214086771,0.02761453203856945,0.0027332729659974575,0.0023990084882825613
R000610,0.010242190212011337,0.0040812366642057896,0.0036950139328837395,0.003925173543393612,0.004315066616982222,0.07674189656972885,0.06615427136421204,0.07606528699398041,0.0038376974407583475,0.0034350992646068335,0.02869616448879242,0.0041099172085523605,0.0782814770936966,0.04123305529356003,0.002881985856220126,0.05219931900501251,0.0027651269920170307,0.004431241191923618,0.004888172727078199,0.05158242955803871,0.0032041636295616627,0.0032836671452969313,0.003724165726453066,0.003969287499785423,0.003912011627107859,0.0032285510096699,0.06572911888360977,0.0032707820646464825,0.005115004722028971,0.053774118423461914,0.003470225725322962,0.024392221122980118,0.003259522607550025,0.004268140532076359,0.004256539046764374,0.023696087300777435,0.003686183365061879,0.0038298717699944973,0.0036349226720631123,0.11451418697834015,0.004129284992814064,0.004653165116906166,0.007358245551586151,0.0029016337357461452,0.07428920269012451,0.005353217478841543,0.003253111382946372,0.003761894069612026,0.027731362730264664,0.0047882613725960255
R000611,0.02211143635213375,0.023542318493127823,0.0011007626308128238,0.04618679732084274,0.0012469112407416105,0.0177924707531929,0.04791444540023804,0.0012148779351264238,0.023338668048381805,0.04615181311964989,0.004529316443949938,0.023116543889045715,0.038684647530317307,0.02921544760465622,0.08667990565299988,0.044469378888607025,0.0014975235098972917,0.0016435777070000768,0.0011118915863335133,0.06674507260322571,0.009993132203817368,0.02270604856312275,0.049250099807977676,0.0009765723953023553,0.000998027389869094,0.0021496450062841177,0.004933997057378292,0.05047309771180153,0.0028191441670060158,0.0012242019874975085,0.000993254012428224,0.002580891363322735,0.0009596823947504163,0.0009665457182563841,0.024472981691360474,0.02554190158843994,0.0014043544651940465,0.022243086248636246,0.09096615016460419,0.03295065462589264,0.006705491337925196,0.001205311855301261,0.0011573901865631342,0.04560285061597824,0.024173066020011902,0.0010748859494924545,0.0009715343476273119,0.02806030586361885,0.0010942589724436402,0.01305761095136404
R000612,0.03626704961061478,0.005558498669415712,0.0003707508440129459,0.0003775593941099942,0.0005736824823543429,0.14350153505802155,0.0004926634137518704,0.0007247355533763766,0.0005292150308378041,0.0011560760904103518,0.036766670644283295,0.0004964264226146042,0.036101531237363815,0.0763430967926979,0.0007300505531020463,0.0004263135779183358,0.0016385059570893645,0.03138940781354904,0.05268767103552818,0.0003516919387038797,0.00040038739098235965,0.00038048086571507156,0.016282079741358757,0.0003792867937590927,0.036185260862112045,0.0007206285954453051,0.000513409380801022,0.0003883444587700069,0.0672721266746521,0.0015614032745361328,0.00039656442822888494,0.00047282487503252923,0.0003321406547911465,0.0361013226211071,0.13006438314914703,0.03284628316760063,0.00038933168980292976,0.05819108337163925,0.03612060472369194,0.036080848425626755,0.00554546108469367,0.00040669701411388814,0.0003946958458982408,0.03516748175024986,0.00043338988325558603,0.00032258423743769526,0.00039438920794054866,0.07464934885501862,0.000689418229740113,0.00043462138273753226
R000613,0.002586500486359,0.01746336743235588,0.0026428496930748224,0.06131962314248085,0.0028524291701614857,0.0025196627248078585,0.016561247408390045,0.002185848541557789,0.0322083905339241,0.001874482841230929,0.014546828344464302,0.003547623986378312,0.002788567217066884,0.003389816964045167,0.25509947538375854,0.06091606616973877,0.003802577266469598,0.01686123013496399,0.0022209181915968657,0.02425503544509411,0.0020049524027854204,0.016731780022382736,0.0022898113820701838,0.001970455748960376,0.0025633866898715496,0.00265355478040874,0.002644730731844902,0.007244293112307787,0.017132753506302834,0.03235921263694763,0.0022683311253786087,0.0028969168197363615,0.002418807940557599,0.02971590682864189,0.046172212809324265,0.03182368353009224,0.0021996195428073406,0.04025042802095413,0.023262904956936836,0.04626551643013954,0.002567694056779146,0.033980824053287506,0.01881437376141548,0.036630772054195404,0.022716425359249115,0.00207518576644361,0.005184096284210682,0.023516925051808357,0.007436169311404228,0.0025657254736870527
R000614,0.003477423219010234,0.004915194120258093,0.004891316406428814,0.0038724991027265787,0.00538370106369257,0.06485213339328766,0.0038649619091302156,0.004125598818063736,0.004664690233767033,0.004007452633231878,0.003770364448428154,0.00496645225211978,0.2474537342786789,0.031458161771297455,0.0536339096724987,0.004060054663568735,0.04486234113574028,0.00525636738166213,0.005247778724879026,0.015998313203454018,0.004698449280112982,0.004340420011430979,0.004310334101319313,0.0037665877025574446,0.004796038381755352,0.004423655103892088,0.007713931147009134,0.023486638441681862,0.04699883237481117,0.048286132514476776,0.01102910004556179,0.004381428472697735,0.0037446205969899893,0.004248502664268017,0.06372787803411484,0.016794878989458084,0.003893396584317088,0.004648708272725344,0.012075971812009811,0.06120217964053154,0.04401682689785957,0.004636474885046482,0.004869311116635799,0.004457524511963129,0.01644337922334671,0.0045013814233243465,0.004923377186059952,0.02305184118449688,0.02455838955938816,0.009211482480168343
R000616,0.023534057661890984,0.01345015224069357,0.0033509773202240467,0.008874157443642616,0.013955979607999325,0.006330010015517473,0.0024281421210616827,0.010355614125728607,0.002829706994816661,0.002430432476103306,0.044064685702323914,0.013047149404883385,0.0023196442052721977,0.002796485321596265,0.013289027847349644,0.002405731240287423,0.0022295548114925623,0.013340597040951252,0.0026730471290647984,0.018238261342048645,0.03368837386369705,0.0026306817308068275,0.00215549161657691,0.054918188601732254,0.044882308691740036,0.002101888880133629,0.05149369314312935,0.02391628548502922,0.0026646137703210115,0.014122312888503075,0.25408071279525757,0.01388702541589737,0.0025447686202824116,0.003545196494087577,0.020747005939483643,0.06126594543457031,0.002630579983815551,0.007615332026034594,0.004295710474252701,0.0038845015224069357,0.00301471259444952,0.0026362177450209856,0.007310803979635239,0.0023178388364613056,0.055405836552381516,0.06691939383745193,0.007945852354168892,0.019365116953849792,0.02339448593556881,0.0026756974402815104
S000185,0.04204552248120308,0.008579409681260586,0.007082792464643717,0.008717895485460758,0.010854994878172874,0.012110297568142414,0.018250498920679092,0.04670814797282219,0.12153806537389755,0.021160271018743515,0.008593843318521976,0.014621027745306492,0.006095290649682283,0.012999323196709156,0.020145555958151817,0.00955070462077856,0.005675573367625475,0.019783658906817436,0.03055555559694767,0.005602601449936628,0.07532765716314316,0.011743323877453804,0.0167579036206007,0.019361121580004692,0.014796734787523746,0.007313388399779797,0.09212516248226166,0.006331260781735182,0.007532239891588688,0.01109953224658966,0.009867865592241287,0.00725153274834156,0.07174789160490036,0.007268794812262058,0.02268889546394348,0.007180582266300917,0.012355860322713852,0.023863129317760468,0.00941437017172575,0.011458216235041618,0.007697408087551594,0.007794407196342945,0.006582588888704777,0.01156224962323904,0.009514610283076763,0.013250511139631271,0.014188331551849842,0.006389294750988483,0.028824854642152786,0.018039247021079063
S000244,0.004825498443096876,0.005325342528522015,0.0037587927654385567,0.003898451803252101,0.00410841777920723,0.07193084806203842,0.037084296345710754,0.10989228636026382,0.0038598179817199707,0.0037935408763587475,0.0043988460674881935,0.03800483047962189,0.006426083855330944,0.004039050079882145,0.01064540445804596,0.003969251643866301,0.013366750441491604,0.07372575253248215,0.033023323863744736,0.0035480335354804993,0.003878997405990958,0.004381165839731693,0.003805328393355012,0.036732494831085205,0.005310551729053259,0.07361455261707306,0.004020206164568663,0.003390800440683961,0.0041904142126441,0.07231178879737854,0.004405875690281391,0.007155647035688162,0.0034026552457362413,0.0037264858838170767,0.007061358075588942,0.03801771253347397,0.0035174747463315725,0.003545052371919155,0.0034683977719396353,0.034373827278614044,0.038007061928510666,0.004185162950307131,0.037332259118556976,0.0033295019529759884,0.07059994339942932,0.0034009970258921385,0.003243975108489394,0.03222973644733429,0.04406352341175079,0.003672410035505891
S000248,0.05533227324485779,0.02498614601790905,0.03910103067755699,0.02779153548181057,0.006258987821638584,0.006474068388342857,0.00979249831289053,0.039288610219955444,0.005730834789574146,0.0040733544155955315,0.01649741642177105,0.02567065879702568,0.05503383278846741,0.005301462486386299,0.024022623896598816,0.004742718767374754,0.025570807978510857,0.004896855913102627,0.004571741912513971,0.0040579140186309814,0.01809968799352646,0.004318178631365299,0.003845685161650181,0.06291505694389343,0.00968659482896328,0.016206739470362663,0.011493558995425701,0.004513694439083338,0.011049042455852032,0.008208883926272392,0.01758873276412487,0.005109001416712999,0.004134693183004856,0.005030082538723946,0.004255450330674648,0.03428267315030098,0.00459454907104373,0.003877977840602398,0.06739208847284317,0.042250197380781174,0.005279403645545244,0.012864012271165848,0.04669701308012009,0.023823317140340805,0.005844099912792444,0.03880899399518967,0.09459997713565826,0.004205819219350815,0.035420142114162445,0.00440924521535635
