congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
115,House,1,2017-01-03,1,2,239,194,-0.146,0.9890000000000001,-0.486,-0.439,-6.56,,Ryan (WI),,Election of the Speaker,
115,House,2,2017-01-03,1,3,228,184,0.017,0.047,-0.715,0.11800000000000001,-0.25,HRES5,Passed,Adopting rules for the One Hundred Fifteenth Congress,Table Motion to Refer,
115,House,3,2017-01-03,1,4,237,193,0.016,0.045,-0.715,0.12,-0.253,HRES5,Passed,Adopting rules for the One Hundred Fifteenth Congress,On Ordering the Previous Question,
115,House,4,2017-01-03,1,5,193,236,0.016,0.045,0.715,-0.12,-0.253,HRES5,Failed,Adopting rules for the One Hundred Fifteenth Congress,Motion to Commit,
115,House,5,2017-01-03,1,6,234,193,-0.198,0.98,-0.48200000000000004,-0.638,-11.702,HRES5,Passed,Adopting rules for the One Hundred Fifteenth Congress,On Agreeing to the Resolution,
115,House,6,2017-01-04,1,7,183,236,-0.057,-0.011000000000000001,0.7170000000000001,-0.096,-2.065,HR21,Failed,Midnight Rules Relief Act of 2017,On Motion to Recommit with Instructions,
115,House,7,2017-01-04,1,8,238,184,-0.1,0.129,-0.619,-0.862,-5.19,HR21,Passed,Midnight Rules Relief Act of 2017,On Passage,
115,House,8,2017-01-05,1,9,235,188,0.24600000000000002,-0.9690000000000001,-0.461,-0.525,-12.876,HRES22,Passed,"Providing for consideration of the bill (H.R. 26) Regulations from the Executive in Need of Scrutiny Act, and providing for consideration of the resolution (H.Res. 11) objecting to United Nations Security Council Resolution 2334 as an obstacle to Israeli-Palestinian peace, and for other purposes",On Ordering the Previous Question,
115,House,9,2017-01-05,1,10,231,187,-0.013000000000000001,0.5920000000000001,-0.688,-0.517,-3.7110000000000003,HRES22,Passed,"Providing for consideration of the bill (H.R. 26) Regulations from the Executive in Need of Scrutiny Act, and providing for consideration of the resolution (H.Res. 11) objecting to United Nations Security Council Resolution 2334 as an obstacle to Israeli-Palestinian peace, and for other purposes",On Agreeing to the Resolution,
115,House,10,2017-01-05,1,11,342,80,-0.263,-0.43799999999999994,-0.14400000000000002,-0.433,-125.205,HRES11,Passed,"Objecting to United Nations Security Council Resolution 2334 as an obstacle to Israeli-Palestinian peace, and for other purposes",On Agreeing to the Resolution,
115,House,11,2017-01-05,1,12,235,185,-0.031,0.10800000000000001,-0.662,-0.644,-1.795,HR26,Agreed to,,On Agreeing to the Amendment,
115,House,12,2017-01-05,1,13,193,230,0.228,-0.382,0.657,1.05,-20.845,HR26,Failed,,On Agreeing to the Amendment,
115,House,13,2017-01-05,1,14,190,233,0.124,0.992,0.385,-0.14300000000000002,-14.009,HR26,Failed,,On Agreeing to the Amendment,
115,House,14,2017-01-05,1,15,186,232,-0.031,0.113,0.6629999999999999,0.64,-1.805,HR26,Failed,,On Agreeing to the Amendment,
115,House,15,2017-01-05,1,16,192,231,0.063,0.5870000000000001,0.741,0.43,-9.368,HR26,Failed,,On Agreeing to the Amendment,
115,House,16,2017-01-05,1,17,190,234,0.017,0.045,0.715,-0.12,-0.252,HR26,Failed,,On Agreeing to the Amendment,
115,House,17,2017-01-05,1,18,194,231,0.022000000000000002,1.0,0.321,0.094,-23.168000000000003,HR26,Failed,,On Agreeing to the Amendment,
115,House,18,2017-01-05,1,19,190,235,0.017,0.045,0.715,-0.12,-0.252,HR26,Failed,,On Agreeing to the Amendment,
115,House,19,2017-01-05,1,20,193,232,0.075,0.008,0.29600000000000004,-0.035,-17.13,HR26,Failed,,On Agreeing to the Amendment,
115,House,20,2017-01-05,1,21,230,193,0.11599999999999999,-0.779,-0.7090000000000001,0.077,-17.406,HR26,Agreed to,,On Agreeing to the Amendment,
115,House,21,2017-01-05,1,22,190,235,0.017,0.045,0.715,-0.12,-0.252,HR26,Failed,Regulations from the Executive in Need of Scrutiny Act of 2017,On Motion to Recommit with Instructions,
115,House,22,2017-01-05,1,23,237,187,-0.043,0.076,-0.622,-0.846,-3.36,HR26,Passed,Regulations from the Executive in Need of Scrutiny Act of 2017,On Passage,
115,House,23,2017-01-09,1,24,405,0,0.0,0.0,0.0,0.0,0.0,HR315,Passed,Improving Access to Maternity Care Act,On Motion to Suspend the Rules and Pass,
115,House,24,2017-01-09,1,25,404,0,0.0,0.0,0.0,0.0,0.0,HR304,Passed,Protecting Patient Access to Emergency Medications Act of 2017,On Motion to Suspend the Rules and Pass,
115,House,25,2017-01-10,1,26,234,179,0.084,-0.996,-0.484,-0.251,-8.064,HRES33,Passed,Providing for consideration of the bill (H.R. 5) Regulatory Accountability Act of 2017 and providing for consideration of the bill (H.R. 79) to clarify the definition of general solicitation under Federal securities law,On Ordering the Previous Question,
115,House,26,2017-01-10,1,27,233,183,0.017,0.047,-0.715,0.11599999999999999,-0.255,HRES33,Passed,Providing for consideration of the bill (H.R. 5) Regulatory Accountability Act of 2017 and providing for consideration of the bill (H.R. 79) to clarify the definition of general solicitation under Federal securities law,On Agreeing to the Resolution,
115,House,27,2017-01-10,1,28,248,162,-0.726,-0.688,-0.075,0.20600000000000002,-267.199,,Passed,,On Approving the Journal,
115,House,28,2017-01-10,1,29,167,249,-0.141,0.99,0.358,-0.002,-40.89,HR79,Failed,,On Agreeing to the Amendment,
115,House,29,2017-01-10,1,30,163,253,-0.226,-0.179,0.649,-0.698,-32.42,HR79,Failed,,On Agreeing to the Amendment,
115,House,30,2017-01-10,1,31,344,73,-0.408,0.525,-0.5589999999999999,0.052000000000000005,-79.043,HR79,Passed,Helping Angels Lead Our Startups (HALOS) Act,On Passage,
115,House,31,2017-01-11,1,32,232,168,0.019,0.052000000000000005,-0.715,0.10800000000000001,-0.25,HRES40,Passed,"Providing for consideration of H.R. 78, the SEC Regulatory Accountability Act; H.R. 238, the Commodity End-User Relief Act; and for other purposes",On Ordering the Previous Question,
115,House,32,2017-01-11,1,33,233,170,-0.174,0.985,-0.478,-0.441,-8.042,HRES40,Passed,"Providing for consideration of H.R. 78, the SEC Regulatory Accountability Act; H.R. 238, the Commodity End-User Relief Act; and for other purposes",On Agreeing to the Resolution,
115,House,33,2017-01-11,1,34,386,17,-0.9329999999999999,-0.36,-0.409,-1.903,-45.107,HR39,Passed,Tested Ability to Leverage Exceptional National Talent Act,On Motion to Suspend the Rules and Pass,
115,House,34,2017-01-11,1,35,237,185,0.023,-0.303,-0.612,-0.836,-8.546,HR5,Agreed to,,On Agreeing to the Amendment,
115,House,35,2017-01-11,1,36,260,161,-0.33899999999999997,0.591,-0.207,-0.287,-99.45299999999999,HR5,Agreed to,,On Agreeing to the Amendment,
115,House,36,2017-01-11,1,37,189,231,-0.07,0.41200000000000003,0.272,0.29,-21.307,HR5,Failed,,On Agreeing to the Amendment,
115,House,37,2017-01-11,1,38,190,232,-0.012,0.5820000000000001,0.688,0.518,-3.713,HR5,Failed,,On Agreeing to the Amendment,
115,House,38,2017-01-11,1,39,188,234,-0.028999999999999998,0.109,0.6629999999999999,0.6409999999999999,-1.8230000000000002,HR5,Failed,,On Agreeing to the Amendment,
115,House,39,2017-01-11,1,40,190,233,-0.184,0.792,0.604,0.9309999999999999,-9.107000000000001,HR5,Failed,,On Agreeing to the Amendment,
115,House,40,2017-01-11,1,41,195,227,-0.19399999999999998,0.981,0.384,0.599,-30.705,HR5,Failed,,On Agreeing to the Amendment,
115,House,41,2017-01-11,1,42,188,235,-0.028999999999999998,0.109,0.6629999999999999,0.6409999999999999,-1.8230000000000002,HR5,Failed,,On Agreeing to the Amendment,
115,House,42,2017-01-11,1,43,185,236,-0.105,0.217,0.657,0.674,-4.478,HR5,Failed,,On Agreeing to the Amendment,
115,House,43,2017-01-11,1,44,190,233,0.018000000000000002,0.037000000000000005,0.715,-0.131,-0.244,HR5,Failed,Regulatory Accountability Act of 2017,On Motion to Recommit with Instructions,
115,House,44,2017-01-11,1,45,238,183,-0.16699999999999998,0.348,-0.642,-0.76,-8.26,HR5,Passed,Regulatory Accountability Act of 2017,On Passage,
115,House,45,2017-01-12,1,46,192,233,-0.012,0.5820000000000001,0.688,0.518,-3.713,HR78,Failed,,On Agreeing to the Amendment,
115,House,46,2017-01-12,1,47,191,232,-0.087,0.996,0.44799999999999995,0.179,-9.503,HR78,Failed,,On Agreeing to the Amendment,
115,House,47,2017-01-12,1,48,194,233,0.009000000000000001,0.287,0.624,0.8490000000000001,-5.034,HR78,Failed,,On Agreeing to the Amendment,
115,House,48,2017-01-12,1,49,196,231,-0.045,0.539,0.612,0.9590000000000001,-11.497,HR78,Failed,,On Agreeing to the Amendment,
115,House,49,2017-01-12,1,50,195,232,-0.183,0.983,0.584,0.804,-12.952,HR78,Failed,SEC Regulatory Accountability Act,On Motion to Recommit with Instructions,
115,House,50,2017-01-12,1,51,243,184,-0.11900000000000001,0.135,-0.301,-0.439,-25.904,HR78,Passed,SEC Regulatory Accountability Act,On Passage,
115,House,51,2017-01-12,1,52,236,191,0.109,0.9940000000000001,-0.35200000000000004,0.175,-17.532,HR238,Agreed to,,On Agreeing to the Amendment,
115,House,52,2017-01-12,1,53,190,235,0.017,0.044000000000000004,0.715,-0.11900000000000001,-0.256,HR238,Failed,Commodity End-User Relief Act,On Motion to Recommit with Instructions,
115,House,53,2017-01-12,1,54,239,182,-0.073,0.061,-0.884,-1.557,-20.112000000000002,HR238,Passed,Commodity End-User Relief Act,On Passage,
115,House,54,2017-01-13,1,55,234,179,0.016,0.038,-0.715,0.11,-0.252,HRES48,Passed,"Providing for consideration of S.Con.Res 3, setting forth the congressional budget for the United States Government for fiscal year 2017 and for other purposes; and S. 84, to provide for an exception to a limitation against appointment of persons as Secretary of Defense within 7 years of relief from active duty",On Ordering the Previous Question,
115,House,55,2017-01-13,1,56,235,188,0.017,0.044000000000000004,-0.715,0.11800000000000001,-0.255,HRES48,Passed,"Providing for consideration of S.Con.Res 3, setting forth the congressional budget for the United States Government for fiscal year 2017 and for other purposes; and S. 84, to provide for an exception to a limitation against appointment of persons as Secretary of Defense within 7 years of relief from active duty",On Agreeing to the Resolution,
115,House,56,2017-01-13,1,57,149,272,-0.275,0.062,0.708,0.057999999999999996,-44.32899999999999,SCONRES3,Failed,,On Agreeing to the Amendment,
115,House,57,2017-01-13,1,58,227,198,-0.21,0.978,-0.499,-0.877,-25.975,SCONRES3,Passed,Setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026,On Agreeing to the Resolution,
115,House,58,2017-01-13,1,59,268,151,-0.384,0.9229999999999999,-0.353,-0.298,-73.54,S84,Passed,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces,On Passage,
115,House,59,2017-01-23,1,60,398,5,0.0,0.0,0.0,0.0,0.0,HR423,Passed,Anti-Spoofing Act,On Motion to Suspend the Rules and Pass,
115,House,60,2017-01-23,1,61,408,0,0.0,0.0,0.0,0.0,0.0,HR582,Passed,Kari’s Law Act,On Motion to Suspend the Rules and Pass,
115,House,61,2017-01-24,1,62,233,187,0.018000000000000002,0.045,-0.715,0.11800000000000001,-0.253,HRES55,Passed,Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions,On Ordering the Previous Question,
115,House,62,2017-01-24,1,63,236,183,-0.028999999999999998,-0.083,-0.653,-0.721,-5.631,HRES55,Passed,Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions,On Agreeing to the Resolution,
115,House,63,2017-01-24,1,64,187,235,0.017,0.040999999999999995,0.715,-0.10800000000000001,-0.252,HR7,Failed,To prohibit taxpayer funded abortions,On Motion to Recommit with Instructions,
115,House,64,2017-01-24,1,65,238,183,-0.073,0.084,-0.602,-0.9279999999999999,-6.02,HR7,Passed,To prohibit taxpayer funded abortions,On Passage,
115,House,65,2017-01-30,1,66,388,0,0.0,0.0,0.0,0.0,0.0,HR374,Passed,To remove the sunset provision of section 203 of Public Law 105-384 and for other purposes,On Motion to Suspend the Rules and Pass,
115,House,66,2017-01-30,1,67,396,8,0.0,0.0,0.0,0.0,0.0,HR538,Passed,Ocmulgee Mounds National Historical Park Boundary Revision Act of 2017,"On Motion to Suspend the Rules and Pass, as Amended",
115,House,67,2017-01-31,1,68,236,183,-0.028999999999999998,0.10800000000000001,-0.6629999999999999,-0.6409999999999999,-1.8230000000000002,HRES70,Passed,"Providing for consideration of H.J. Res. 38, disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule",On Ordering the Previous Question,
115,House,68,2017-01-31,1,69,236,186,0.017,0.045,-0.715,0.11900000000000001,-0.256,HRES70,Passed,"Providing for consideration of H.J. Res. 38, disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule",On Agreeing to the Resolution,
115,House,69,2017-02-01,1,70,231,191,0.017,0.044000000000000004,-0.715,0.11900000000000001,-0.256,HRES71,Passed,"Providing for consideration of (H.J.Res. 41) disapproval of a rule submitted by the SEC relating to “Disclosure of Payments by Resource Extraction Issuers”, and consideration of (H.J.Res. 40) disapproval of the rule submitted by the SSA relating to Implementation of the NICS Improvement Amendments Act of 2007",On Ordering the Previous Question,
115,House,70,2017-02-01,1,71,231,191,0.017,0.044000000000000004,-0.715,0.11900000000000001,-0.256,HRES71,Passed,"Providing for consideration of (H.J.Res. 41) disapproval of a rule submitted by the SEC relating to “Disclosure of Payments by Resource Extraction Issuers”, and consideration of (H.J.Res. 40) disapproval of the rule submitted by the SSA relating to Implementation of the NICS Improvement Amendments Act of 2007",On Agreeing to the Resolution,
115,House,71,2017-02-01,1,72,235,187,-0.077,0.18,-0.447,-1.33,-19.663,HJRES41,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Securities and Exchange Commission relating to “Disclosure of Payments by Resource Extraction Issuers”",On Passage,
115,House,72,2017-02-01,1,73,228,194,0.054000000000000006,0.065,-0.433,-1.376,-22.12,HJRES38,Passed,Disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule,On Passage,
115,House,73,2017-02-02,1,74,230,188,0.018000000000000002,0.046,-0.715,0.11800000000000001,-0.249,HRES74,Passed,"Providing for consideration of H.J. Res. 36, congressional disapproval under chapter 8 of title 5, U.S.C., of the final rule of the BLM relating to Waste Prevention; and providing for consideration of H.J. Res. 37, disapproving the rule submitted by DOD, GSA, and NASA, relating to the Federal Acquisition Regulation",On Ordering the Previous Question,
115,House,74,2017-02-02,1,75,232,190,0.017,0.047,-0.715,0.11599999999999999,-0.255,HRES74,Passed,"Providing for consideration of H.J. Res. 36, congressional disapproval under chapter 8 of title 5, U.S.C., of the final rule of the BLM relating to Waste Prevention; and providing for consideration of H.J. Res. 37, disapproving the rule submitted by DOD, GSA, and NASA, relating to the Federal Acquisition Regulation",On Agreeing to the Resolution,
115,House,75,2017-02-02,1,76,236,187,-0.094,0.213,-0.545,-1.14,-10.04,HJRES37,Passed,"Disapproving the rule submitted by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration relating to the Federal Acquisition Regulation",On Passage,
115,House,76,2017-02-02,1,77,235,180,-0.06,0.11599999999999999,-0.263,-0.302,-25.25,HJRES40,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Social Security Administration relating to Implementation of the NICS Improvement Amendments Act of 2007",On Passage,
115,House,77,2017-02-03,1,78,221,191,0.10400000000000001,0.047,-0.457,-1.351,-24.802,HJRES36,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Bureau of Land Management relating to “Waste Prevention, Production Subject to Royalties, and Resource Conservation”",On Passage,
115,House,78,2017-02-06,1,79,409,1,0.0,0.0,0.0,0.0,0.0,HR689,Passed,Bolts Ditch Access and Use Act,On Motion to Suspend the Rules and Pass,
115,House,79,2017-02-06,1,80,407,0,0.0,0.0,0.0,0.0,0.0,HR337,Passed,Black Hills National Cemetery Boundary Expansion Act,On Motion to Suspend the Rules and Pass,
115,House,80,2017-02-07,1,81,234,187,0.017,0.038,-0.715,0.10300000000000001,-0.247,HRES91,Passed,"Providing for consideration of H.J.Res 44, H.J.Res. 57, and H.J.Res 58.",On Ordering the Previous Question,
115,House,81,2017-02-07,1,82,233,186,0.017,0.038,-0.715,0.10300000000000001,-0.247,HRES91,Passed,"Providing for consideration of H.J.Res 44, H.J.Res. 57, and H.J.Res 58.",On Agreeing to the Resolution,
115,House,82,2017-02-07,1,83,234,186,-0.017,0.09699999999999999,-0.544,-1.365,-16.823,HJRES44,Passed,"Disapproving the rule submitted by the Department of the Interior relating to Bureau of Land Management regulations that establish the procedures used to prepare, revise, or amend land use plans pursuant to the Federal Land Policy and Management Act of 1976",On Passage,
115,House,83,2017-02-07,1,84,234,190,0.099,0.22899999999999998,-0.725,0.233,-4.102,HJRES57,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965",On Passage,
115,House,84,2017-02-07,1,85,240,181,-0.141,-0.268,-0.46399999999999997,0.237,-15.382,HJRES58,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to teacher preparation issues",On Passage,
115,House,85,2017-02-13,1,86,409,1,0.0,0.0,0.0,0.0,0.0,HR244,Passed,HIRE Vets Act,"On Motion to Suspend the Rules and Pass, as Amended",
115,House,86,2017-02-13,1,87,407,0,0.0,0.0,0.0,0.0,0.0,HR974,Passed,BRAVE Act,On Motion to Suspend the Rules and Pass,
115,House,87,2017-02-14,1,88,225,189,0.019,0.033,-0.715,0.098,-0.256,HRES99,Passed,"Providing for consideration of H.R. 428, the Red River Gradient Boundary Survey Act and H.J.Res. 42, disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applications",On Ordering the Previous Question,
115,House,88,2017-02-14,1,89,225,187,0.018000000000000002,0.034,-0.715,0.098,-0.256,HRES99,Passed,"Providing for consideration of H.R. 428, the Red River Gradient Boundary Survey Act and H.J.Res. 42, disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applications",On Agreeing to the Resolution,
115,House,89,2017-02-14,1,90,227,188,0.019,0.034,-0.715,0.098,-0.256,HRES116,Passed,Providing for consideration of H.J.Res. 66 and H.J.Res. 67,On Ordering the Previous Question,
115,House,90,2017-02-14,1,91,227,188,0.018000000000000002,0.031,-0.715,0.099,-0.254,HRES116,Passed,Providing for consideration of H.J.Res. 66 and H.J.Res. 67,On Agreeing to the Resolution,
115,House,91,2017-02-14,1,92,250,171,0.287,-0.958,-0.4,-0.865,-43.257,HR428,Passed,Red River Gradient Boundary Survey Act,On Passage,
115,House,92,2017-02-15,1,93,233,190,0.018000000000000002,0.035,-0.715,0.099,-0.256,HRES123,Passed,"Providing for consideration of H.J. Res. 43 and H.J. Res. 69, and providing for proceedings during the period from February 17, 2017, through February 24, 2017",On Ordering the Previous Question,
115,House,93,2017-02-15,1,94,233,188,0.018000000000000002,0.035,-0.715,0.099,-0.257,HRES123,Passed,"Providing for consideration of H.J. Res. 43 and H.J. Res. 69, and providing for proceedings during the period from February 17, 2017, through February 24, 2017",On Agreeing to the Resolution,
115,House,94,2017-02-15,1,95,234,191,0.11800000000000001,-0.27699999999999997,-0.647,-0.948,-7.002999999999999,HJRES67,Passed,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.,On Passage,
115,House,95,2017-02-15,1,96,231,193,0.11599999999999999,-0.13699999999999998,-0.36,-0.52,-13.474,HJRES66,Passed,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by States for non-governmental employees.,On Passage,
115,House,96,2017-02-15,1,97,236,189,-0.221,0.879,-0.892,-0.97,-14.237,HJRES42,Passed,Disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applicants,On Passage,
115,House,97,2017-02-16,1,98,225,193,0.428,-0.674,-0.564,-1.385,-32.069,HJRES69,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Department of the Interior relating to “Non-Subsistence Take of Wildlife, and Public Participation and Closure Procedures, on National Wildlife Refuges in Alaska”",On Passage,
115,House,98,2017-02-16,1,99,230,188,-0.163,0.5820000000000001,-0.78,-1.3159999999999998,-13.780999999999999,HJRES43,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by Secretary of Health and Human Services relating to compliance with title X requirements by project recipients in selecting subrecipients",On Passage,
115,House,99,2017-02-27,1,100,415,1,0.0,0.0,0.0,0.0,0.0,HR699,Passed,Mount Hood Cooper Spur Land Exchange Clarification Act,On Motion to Suspend the Rules and Pass,
115,House,100,2017-02-27,1,101,229,185,0.019,0.037000000000000005,-0.716,0.095,-0.255,,Passed,,Table Appeal of the Ruling of the Chair,
115,House,101,2017-02-27,1,102,369,42,0.469,-0.883,0.19,-0.298,-90.89399999999999,HR863,Passed,"To facilitate the addition of park administration at the Coltsville National Historical Park, and for other purposes",On Motion to Suspend the Rules and Pass,
115,House,102,2017-02-28,1,103,224,191,0.018000000000000002,0.031,-0.715,0.107,-0.255,HRES150,Passed,"Providing for consideration of the bill (H.R. 998) SCRUB Act, and providing for consideration of (H.J.Res. 83) disapproving the rule submitted by the Department of Labor relating to “Clarification of Employer’s Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness”",On Ordering the Previous Question,
115,House,103,2017-02-28,1,104,225,188,-0.052000000000000005,0.002,-0.7170000000000001,0.09300000000000001,-2.119,HRES150,Passed,"Providing for consideration of the bill (H.R. 998) SCRUB Act, and providing for consideration of (H.J.Res. 83) disapproving the rule submitted by the Department of Labor relating to “Clarification of Employer’s Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness”",On Agreeing to the Resolution,
115,House,104,2017-02-28,1,105,348,75,0.077,-0.997,0.121,-0.39299999999999996,-135.388,HR998,Agreed to,,On Agreeing to the Amendment,
115,House,105,2017-02-28,1,106,181,243,-0.185,0.168,0.675,0.542,-13.305,HR998,Failed,,On Agreeing to the Amendment,
115,House,106,2017-02-28,1,107,189,234,0.28600000000000003,-0.958,0.556,0.852,-16.37,HR998,Failed,,On Agreeing to the Amendment,
115,House,107,2017-02-28,1,108,192,230,-0.209,0.978,0.574,0.748,-11.870999999999999,HR998,Failed,,On Agreeing to the Amendment,
115,House,108,2017-03-01,1,109,191,235,0.028999999999999998,-0.317,0.6859999999999999,0.552,-3.503,HR998,Failed,,On Agreeing to the Amendment,
115,House,109,2017-03-01,1,110,189,231,-0.069,0.24100000000000002,0.575,1.038,-6.409,HR998,Failed,,On Agreeing to the Amendment,
115,House,110,2017-03-01,1,111,197,229,-0.01,-1.0,0.38299999999999995,-0.203,-25.208000000000002,HR998,Failed,,On Agreeing to the Amendment,
115,House,111,2017-03-01,1,112,194,231,-0.106,0.8959999999999999,0.565,0.718,-12.911,HR998,Failed,,On Agreeing to the Amendment,
115,House,112,2017-03-01,1,113,190,235,0.019,0.039,0.715,-0.11199999999999999,-0.256,HR998,Failed,SCRUB Act,On Motion to Recommit with Instructions,
115,House,113,2017-03-01,1,114,240,185,-0.369,0.929,-0.375,-0.602,-38.496,HR998,Passed,SCRUB Act,On Passage,
115,House,114,2017-03-01,1,115,233,189,0.019,0.039,-0.715,0.11199999999999999,-0.255,HRES156,Passed,"Providing for consideration of H.R. 1004, the Regulatory Integrity Act of 2017; and H.R. 1009, the OIRA Insight, Reform, and Accountability Act",On Ordering the Previous Question,
115,House,115,2017-03-01,1,116,234,180,-0.053,0.002,-0.716,0.096,-2.0780000000000003,HRES156,Passed,"Providing for consideration of H.R. 1004, the Regulatory Integrity Act of 2017; and H.R. 1009, the OIRA Insight, Reform, and Accountability Act",On Agreeing to the Resolution,
115,House,116,2017-03-01,1,117,265,158,-0.25,0.968,-0.49,-0.006999999999999999,-59.467,HR1009,Agreed to,,On Agreeing to the Amendment,
115,House,117,2017-03-01,1,118,188,234,-0.187,0.857,0.7290000000000001,0.8290000000000001,-8.176,HR1009,Failed,,On Agreeing to the Amendment,
115,House,118,2017-03-01,1,119,193,234,-0.006999999999999999,0.552,0.688,0.519,-3.713,HR1009,Failed,"OIRA Insight, Reform, and Accountability Act",On Motion to Recommit with Instructions,
115,House,119,2017-03-01,1,120,241,184,-0.152,0.171,-0.675,-0.552,-9.432,HR1009,Passed,"OIRA Insight, Reform, and Accountability Act",On Passage,
115,House,120,2017-03-01,1,121,231,191,0.231,-0.527,-0.299,-0.475,-27.46,HJRES83,Passed,Disapproving the rule submitted by the Department of Labor relating to “Clarification of Employer’s Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness”,On Passage,
115,House,121,2017-03-02,1,122,180,234,-0.11599999999999999,0.282,0.659,0.6709999999999999,-6.109,HR1004,Failed,,On Agreeing to the Amendment,
115,House,122,2017-03-02,1,123,263,145,-0.41200000000000003,0.9109999999999999,-0.462,-0.42100000000000004,-57.24100000000001,HR1004,Agreed to,,On Agreeing to the Amendment,
115,House,123,2017-03-02,1,124,189,232,-0.021,1.0,0.262,0.063,-40.529,HR1004,Failed,,On Agreeing to the Amendment,
115,House,124,2017-03-02,1,125,189,232,-0.034,0.27399999999999997,0.614,0.892,-4.437,HR1004,Failed,Regulatory Integrity Act,On Motion to Recommit with Instructions,
115,House,125,2017-03-02,1,126,246,176,-0.348,0.937,-0.445,-0.516,-33.086,HR1004,Passed,Regulatory Integrity Act,On Passage,
115,House,126,2017-03-07,1,127,411,2,0.0,0.0,0.0,0.0,0.0,HR1362,Passed,"To name the Department of Veterans Affairs community-based outpatient clinic in Pago Pago, American Samoa, the Faleomavaega Eni Fa’aua’a Hunkin VA Clinic",On Motion to Suspend the Rules and Pass,
115,House,127,2017-03-07,1,128,227,186,-0.106,0.9940000000000001,-0.573,-0.376,-6.192,,Passed,,Table Appeal of the Ruling of the Chair,
115,House,128,2017-03-08,1,129,230,184,-0.005,0.5329999999999999,-0.687,-0.526,-3.71,HRES175,Passed,"Providing for consideration of the bill (H.R. 725) to amend title 28, United States Code, to prevent fraudulent joinder",On Ordering the Previous Question,
115,House,129,2017-03-08,1,130,235,185,-0.051,-0.052000000000000005,-0.6890000000000001,0.51,-4.793,HRES175,Passed,"Providing for consideration of the bill (H.R. 725) to amend title 28, United States Code, to prevent fraudulent joinder",On Agreeing to the Resolution,
115,House,130,2017-03-08,1,131,232,189,-0.005,0.536,-0.687,-0.525,-3.707,HRES174,Passed,"Providing for consideration of the bill (H.R. 1301) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes",On Ordering the Previous Question,
115,House,131,2017-03-08,1,132,127,295,-0.17300000000000001,0.985,0.262,-0.179,-104.37200000000001,,Failed,,On Motion to Adjourn,
115,House,132,2017-03-08,1,133,233,185,-0.215,0.977,-0.34700000000000003,-0.327,-26.801,HRES174,Passed,"Providing for consideration of the bill (H.R. 1301) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes",On Agreeing to the Resolution,
115,House,133,2017-03-08,1,134,107,277,-0.245,0.97,0.28300000000000003,-0.10300000000000001,-90.875,,Failed,,On Motion to Adjourn,
115,House,134,2017-03-08,1,135,114,290,-0.381,-0.64,0.272,-0.142,-99.537,,Failed,,On Motion to Adjourn,
115,House,135,2017-03-08,1,136,371,48,-0.75,0.384,-0.557,-1.446,-73.711,HR1301,Passed,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes",On Passage,
115,House,136,2017-03-08,1,137,314,98,0.027000000000000003,1.0,-0.055999999999999994,0.196,-206.56,,Passed,,On Motion to Adjourn,
