congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
115,House,365,2017-07-13,1,366,198,220,-0.09300000000000001,0.996,0.19,0.158,-92.20299999999999,HR2810,Failed,,On Agreeing to the Amendment,
115,House,366,2017-07-13,1,367,203,218,0.32799999999999996,-0.273,-0.235,-0.319,-78.819,HR2810,Failed,,On Agreeing to the Amendment,
115,House,367,2017-07-13,1,368,185,234,0.054000000000000006,0.9990000000000001,-0.46299999999999997,-0.74,-73.969,HR2810,Failed,,On Agreeing to the Amendment,
115,House,368,2017-07-13,1,369,209,214,0.121,0.993,-0.36700000000000005,-0.259,-51.391999999999996,HR2810,Failed,,On Agreeing to the Amendment,
115,House,369,2017-07-13,1,370,183,242,0.214,0.977,-0.39,-0.289,-73.006,HR2810,Failed,,On Agreeing to the Amendment,
115,House,370,2017-07-13,1,371,107,318,-0.021,0.858,0.03,-0.19699999999999998,-234.62599999999998,HR2810,Failed,,On Agreeing to the Amendment,
115,House,371,2017-07-14,1,372,208,217,0.22399999999999998,0.136,-0.314,-0.573,-54.232,HR2810,Failed,,On Agreeing to the Amendment,
115,House,372,2017-07-14,1,373,235,189,-0.218,0.976,-0.34,-0.35700000000000004,-28.48,HR2810,Agreed to,,On Agreeing to the Amendment,
115,House,373,2017-07-14,1,374,244,181,0.46,-0.888,-0.27399999999999997,-0.69,-70.685,HR2810,Agreed to,,On Agreeing to the Amendment,
115,House,374,2017-07-14,1,375,234,190,-0.142,0.99,-0.604,-0.595,-6.035,HR2810,Agreed to,,On Agreeing to the Amendment,
115,House,375,2017-07-14,1,376,424,0,0.0,0.0,0.0,0.0,0.0,HR2810,Agreed to,,On Agreeing to the Amendment,
115,House,376,2017-07-14,1,377,190,235,0.024,0.054000000000000006,0.715,-0.12,-0.255,HR2810,Failed,National Defense Authorization Act for Fiscal Year 2018,On Motion to Recommit with Instructions,
115,House,377,2017-07-14,1,378,344,81,-0.636,0.455,-0.29100000000000004,-0.602,-108.36399999999999,HR2810,Passed,National Defense Authorization Act for Fiscal Year 2018,On Passage,
115,House,378,2017-07-17,1,379,401,0,0.0,0.0,0.0,0.0,0.0,HR2210,Passed,Sergeant Joseph George Kusick VA Community Living Center,On Motion to Suspend the Rules and Pass,
115,House,379,2017-07-17,1,380,402,0,0.0,0.0,0.0,0.0,0.0,HJRES92,Passed,"Granting the consent and approval of Congress for the Commonwealth of Virginia, the State of Maryland, and the District of Columbia to amend the Washington Area Transit Regulation Compact",On Motion to Suspend the Rules and Pass,
115,House,380,2017-07-17,1,381,399,5,0.0,0.0,0.0,0.0,0.0,HJRES76,Passed,"Granting the consent and approval of Congress for the Commonwealth of Virginia, the State of Maryland, and the District of Columbia to a enter into a compact relating to the establishment of the Washington Metrorail Satefy Commission","On Motion to Suspend the Rules and Pass, as Amended",
115,House,381,2017-07-18,1,382,231,188,0.024,0.051,-0.715,0.125,-0.257,HRES451,Passed,"Providing for consideration of H.R. 806, the Ozone Standards Implementation Act of 2017",On Ordering the Previous Question,
115,House,382,2017-07-18,1,383,235,188,0.038,-0.315,-0.68,-0.5770000000000001,-3.4960000000000004,HRES451,Passed,"Providing for consideration of H.R. 806, the Ozone Standards Implementation Act of 2017",On Agreeing to the Resolution,
115,House,383,2017-07-18,1,384,420,2,0.0,0.0,0.0,0.0,0.0,HR2786,Passed,To amend the Federal Power Act with respect to the criteria and process to qualify as a qualifying conduit hydropower facility,"On Motion to Suspend the Rules and Pass, as Amended",
115,House,384,2017-07-18,1,385,194,232,-0.017,0.237,0.644,1.4280000000000002,-17.496,HR806,Failed,,On Agreeing to the Amendment,
115,House,385,2017-07-18,1,386,182,241,0.278,-0.591,0.26899999999999996,0.6609999999999999,-43.646,HR806,Failed,,On Agreeing to the Amendment,
115,House,386,2017-07-18,1,387,191,235,0.168,-0.217,0.35700000000000004,0.955,-25.328000000000003,HR806,Failed,,On Agreeing to the Amendment,
115,House,387,2017-07-18,1,388,186,242,0.054000000000000006,-0.22699999999999998,0.512,1.194,-12.325,HR806,Failed,,On Agreeing to the Amendment,
115,House,388,2017-07-18,1,389,190,236,-0.059000000000000004,0.21600000000000003,0.557,1.1340000000000001,-10.333,HR806,Failed,,On Agreeing to the Amendment,
115,House,389,2017-07-18,1,390,191,235,-0.158,0.682,0.593,0.96,-9.033999999999999,HR806,Failed,Ozone Standards Implementation Act of 2017,On Motion to Recommit with Instructions,
115,House,390,2017-07-18,1,391,229,199,0.13699999999999998,-0.040999999999999995,-0.435,-1.375,-25.178,HR806,Passed,Ozone Standards Implementation Act of 2017,On Passage,
115,House,391,2017-07-19,1,392,235,190,0.013999999999999999,0.40299999999999997,-0.682,-0.547,-3.7110000000000003,,Passed,,Table Appeal of the Ruling of the Chair,
115,House,392,2017-07-19,1,393,236,192,0.015,0.402,-0.6829999999999999,-0.547,-3.713,HRES454,Passed,Providing for consideration of the bills (H.R. 2910) Promoting Interagency Coordination for Review of Natural Gas Pipelines Act; (H.R. 2883) Promoting Cross-Border Energy Infrastructure Act; and (H.R. 218) King Cove Road Land Exchange Act,On Ordering the Previous Question,
115,House,393,2017-07-19,1,394,234,194,-0.182,0.983,-0.589,-0.726,-9.782,HRES454,Passed,Providing for consideration of the bills (H.R. 2910) Promoting Interagency Coordination for Review of Natural Gas Pipelines Act; (H.R. 2883) Promoting Cross-Border Energy Infrastructure Act; and (H.R. 218) King Cove Road Land Exchange Act,On Agreeing to the Resolution,
115,House,394,2017-07-19,1,395,182,246,-0.049,-0.022000000000000002,0.272,0.8059999999999999,-37.562,HR2883,Failed,,On Agreeing to the Amendment,
115,House,395,2017-07-19,1,396,179,247,0.062,-0.32,0.47200000000000003,1.297,-26.814,HR2883,Failed,,On Agreeing to the Amendment,
115,House,396,2017-07-19,1,397,193,232,-0.146,0.9890000000000001,0.595,0.677,-9.299,HR2883,Failed,Promoting Cross-Border Energy Infrastructure Act,On Motion to Recommit with Instructions,
115,House,397,2017-07-19,1,398,254,175,0.26,-0.593,-0.38799999999999996,-1.219,-39.075,HR2883,Passed,Promoting Cross-Border Energy Infrastructure Act,On Passage,
115,House,398,2017-07-19,1,399,180,249,0.10800000000000001,-0.301,0.429,1.381,-29.915,HR2910,Failed,,On Agreeing to the Amendment,
115,House,399,2017-07-19,1,400,192,236,-0.307,0.9520000000000001,0.542,0.951,-20.585,HR2910,Failed,,On Agreeing to the Amendment,
115,House,400,2017-07-19,1,401,189,239,0.015,-0.069,0.546,1.1740000000000002,-11.725,HR2910,Failed,Promoting Interagency Coordination for Review of Natural Gas Pipelines Act,On Motion to Recommit with Instructions,
115,House,401,2017-07-19,1,402,248,179,-0.025,-0.08900000000000001,-0.428,-1.3780000000000001,-28.701,HR2910,Passed,Promoting Interagency Coordination for Review of Natural Gas Pipelines Act,On Passage,
115,House,402,2017-07-20,1,403,386,41,-0.688,0.726,-0.271,-0.209,-96.574,HR2825,Passed,DHS Authorization Act,"On Motion to Suspend the Rules and Pass, as Amended",
115,House,403,2017-07-20,1,404,190,234,-0.018000000000000002,0.084,0.6579999999999999,0.667,-1.8130000000000002,HR218,Failed,,On Agreeing to the Amendment,
115,House,404,2017-07-20,1,405,167,260,-0.07200000000000001,-0.997,0.355,0.24,-52.793,HR218,Failed,,On Agreeing to the Amendment,
115,House,405,2017-07-20,1,406,248,179,0.158,-0.29,-0.36200000000000004,-1.4569999999999999,-45.214,HR218,Passed,King Cove Road Land Exchange Act,On Passage,
115,House,406,2017-07-24,1,407,241,163,-0.478,0.878,-0.33799999999999997,-0.614,-75.756,HR3180,Failed,Intelligence Authorization Act for Fiscal Year 2018,"On Motion to Suspend the Rules and Pass, as Amended",
115,House,407,2017-07-24,1,408,219,186,-0.272,0.9620000000000001,-0.498,-0.8220000000000001,-21.504,S114,Failed,"To amend title 38, United States Code, to require the Secretary of Veterans Affairs to submit an annual report regarding performance awards and bonuses awarded to certain high-level employees of the Department of Veterans Affairs","On Motion to Suspend the Rules and Pass, as Amended",
115,House,408,2017-07-24,1,409,405,0,0.0,0.0,0.0,0.0,0.0,HR3218,Passed,Harry W. Colmery Veterans Educational Assistance Act,"On Motion to Suspend the Rules and Pass, as Amended",
115,House,409,2017-07-25,1,410,229,184,0.025,0.05,-0.715,0.122,-0.252,HRES468,Passed,"Providing for consideration of the joint resolution (H.J.Res. 111) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to “Arbitration Agreements”.",On Ordering the Previous Question,
115,House,410,2017-07-25,1,411,233,188,0.025,0.05,-0.715,0.122,-0.252,HRES468,Passed,"Providing for consideration of the joint resolution (H.J.Res. 111) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to “Arbitration Agreements”.",On Agreeing to the Resolution,
115,House,411,2017-07-25,1,412,231,190,0.017,0.396,-0.682,-0.5529999999999999,-3.662,HJRES111,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by Bureau of Consumer Financial Protection relating to “Arbitration Agreements”",On Passage,
115,House,412,2017-07-25,1,413,419,3,0.0,0.0,0.0,0.0,0.0,HR3364,Passed,Countering America’s Adversaries Through Sanctions Act,On Motion to Suspend the Rules and Pass,
115,House,413,2017-07-26,1,414,230,193,-0.14300000000000002,0.99,-0.625,-0.685,-8.243,HRES473,Passed,"Providing for consideration of the bill (H.R. 3219) making appropriations for the Department of Defense for the fiscal year ending September 30, 2018, and for other purposes",On Ordering the Previous Question,
115,House,414,2017-07-26,1,415,232,192,-0.23600000000000002,0.972,-0.5479999999999999,-0.755,-15.019,HRES473,Passed,"Providing for consideration of the bill (H.R. 3219) making appropriations for the Department of Defense for the fiscal year ending September 30, 2018, and for other purposes",On Agreeing to the Resolution,
115,House,415,2017-07-26,1,416,107,314,0.449,0.893,-0.31,-0.111,-110.18799999999999,HR3219,Failed,,On Agreeing to the Amendment,
115,House,416,2017-07-26,1,417,116,309,0.478,0.605,-0.262,-0.022000000000000002,-114.665,HR3219,Failed,,On Agreeing to the Amendment,
115,House,417,2017-07-26,1,418,191,236,-0.037000000000000005,0.134,0.151,0.26899999999999996,-95.26799999999999,HR3219,Failed,,On Agreeing to the Amendment,
115,House,418,2017-07-26,1,419,178,249,0.297,0.904,-0.47,-0.19699999999999998,-77.122,HR3219,Failed,,On Agreeing to the Amendment,
115,House,419,2017-07-26,1,420,181,246,0.054000000000000006,-0.122,0.179,0.7040000000000001,-78.863,HR3219,Failed,,On Agreeing to the Amendment,
115,House,420,2017-07-26,1,421,186,241,-0.006,-0.017,0.179,0.6890000000000001,-78.361,HR3219,Failed,,On Agreeing to the Amendment,
115,House,421,2017-07-26,1,422,203,224,0.201,-0.086,0.217,0.932,-69.707,HR3219,Failed,,On Agreeing to the Amendment,
115,House,422,2017-07-26,1,423,180,247,-0.264,0.9640000000000001,0.371,0.287,-36.492,HR3219,Failed,,On Agreeing to the Amendment,
115,House,423,2017-07-26,1,424,192,235,0.015,0.107,0.529,1.264,-15.8,HR3219,Failed,,On Agreeing to the Amendment,
115,House,424,2017-07-26,1,425,234,192,0.309,-0.951,0.172,0.051,-136.958,HR3219,Agreed to,,On Agreeing to the Amendment,
115,House,425,2017-07-27,1,426,233,185,0.013999999999999999,0.401,-0.682,-0.55,-3.71,HRES478,Passed,"Providing for further consideration of the bill (H.R. 3219) making appropriations for the Department of Defense for the fiscal year ending Sept. 30, 2018, and for other purposes, and providing for consideration of motions to suspend the rules",On Ordering the Previous Question,
115,House,426,2017-07-27,1,427,230,196,-0.145,0.9890000000000001,-0.376,-0.452,-22.04,HRES478,Passed,"Providing for further consideration of the bill (H.R. 3219) making appropriations for the Department of Defense for the fiscal year ending Sept. 30, 2018, and for other purposes, and providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,
115,House,427,2017-07-27,1,428,140,285,0.509,0.7040000000000001,-0.302,0.22,-107.602,HR3219,Failed,,On Agreeing to the Amendment,
115,House,428,2017-07-27,1,429,177,248,0.292,-0.9570000000000001,-0.24100000000000002,0.031,-103.196,HR3219,Failed,,On Agreeing to the Amendment,
115,House,429,2017-07-27,1,430,214,211,0.451,-0.893,0.35200000000000004,0.456,-54.35,HR3219,Agreed to,,On Agreeing to the Amendment,
115,House,430,2017-07-27,1,431,256,169,0.299,0.255,0.159,0.14800000000000002,-137.54,HR3219,Agreed to,,On Agreeing to the Amendment,
115,House,431,2017-07-27,1,432,172,252,-0.345,0.473,0.308,0.654,-54.745,HR3219,Failed,,On Agreeing to the Amendment,
115,House,432,2017-07-27,1,433,253,172,0.28600000000000003,-0.958,0.226,-0.05,-111.74700000000001,HR3219,Agreed to,,On Agreeing to the Amendment,
115,House,433,2017-07-27,1,434,193,234,0.013000000000000001,0.40700000000000003,0.682,0.5489999999999999,-3.7039999999999997,HR3219,Failed,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2018, and for other purposes",On Motion to Recommit with Instructions,
115,House,434,2017-07-27,1,435,235,192,-0.305,0.953,-0.428,-0.674,-28.451,HR3219,Passed,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2018, and for other purposes",On Passage,
115,House,435,2017-07-28,1,436,224,186,-0.222,0.9309999999999999,-0.609,-0.9229999999999999,-13.189,HRES481,Passed,"Providing for consideration of the bill (H.R. 3180) Intelligence Authorization Act for FY 2018; and providing for proceedings during the period from July 31, 2017, through September 4, 2017",On Agreeing to the Resolution,
115,House,436,2017-07-28,1,437,380,35,0.038,-0.5479999999999999,-0.09699999999999999,-1.713,-58.725,HR3180,Passed,Intelligence Authorization Act for Fiscal Year 2018,On Passage,
115,House,437,2017-07-28,1,438,414,0,0.0,0.0,0.0,0.0,0.0,S114,Passed,Department of Veterans Affairs Bonus Transparency Act,On Passage,
115,House,438,2017-09-05,1,439,407,1,0.0,0.0,0.0,0.0,0.0,HR3110,Passed,Financial Stability Oversight Council Insurance Member Continuity Act,On Motion to Suspend the Rules and Pass,
115,House,439,2017-09-05,1,440,403,3,0.0,0.0,0.0,0.0,0.0,HR2864,Passed,"To direct the Securities and Exchange Commission to allow certain issuers to be exempt from registration requirements, and for other purposes","On Motion to Suspend the Rules and Pass, as Amended",
115,House,440,2017-09-06,1,441,419,3,0.0,0.0,0.0,0.0,0.0,HRES502,Passed,"Providing for the concurrence by the House in the Senate amendments to H.R. 601, with an amendment.",On Motion to Suspend the Rules and Agree,
115,House,441,2017-09-06,1,442,233,187,0.023,0.044000000000000004,-0.715,0.10800000000000001,-0.254,HRES500,Passed,Providing for consideration of the bill (H.R. 3354) making appropriations for the Dept. of the Interior; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,On Ordering the Previous Question,
115,House,442,2017-09-06,1,443,230,191,-0.18600000000000003,0.983,-0.609,-0.816,-11.112,HRES500,Passed,Providing for consideration of the bill (H.R. 3354) making appropriations for the Dept. of the Interior; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules,On Agreeing to the Resolution,
115,House,443,2017-09-06,1,444,230,182,-0.722,-0.6920000000000001,-0.069,0.244,-269.465,,Passed,,On Approving the Journal,
115,House,444,2017-09-06,1,445,176,241,0.282,0.9590000000000001,-0.48200000000000004,-0.221,-77.986,HR3354,Failed,,On Agreeing to the Amendment,
115,House,445,2017-09-06,1,446,141,279,0.301,-0.953,-0.155,0.098,-155.882,HR3354,Failed,,On Agreeing to the Amendment,
115,House,446,2017-09-06,1,447,140,280,0.46799999999999997,0.26,-0.2,0.292,-132.32,HR3354,Failed,,On Agreeing to the Amendment,
115,House,447,2017-09-06,1,448,159,260,0.495,0.8690000000000001,-0.276,0.239,-105.274,HR3354,Failed,,On Agreeing to the Amendment,
115,House,448,2017-09-06,1,449,128,293,0.46399999999999997,0.048,-0.368,-0.083,-95.604,HR3354,Failed,,On Agreeing to the Amendment,
115,House,449,2017-09-06,1,450,200,220,0.107,0.073,0.17800000000000002,0.17300000000000001,-70.348,HR3354,Failed,,On Agreeing to the Amendment,
115,House,450,2017-09-06,1,451,124,295,0.406,-0.838,-0.375,0.14800000000000002,-92.089,HR3354,Failed,,On Agreeing to the Amendment,
115,House,451,2017-09-06,1,452,139,282,0.465,0.7609999999999999,-0.521,0.11800000000000001,-72.898,HR3354,Failed,,On Agreeing to the Amendment,
115,House,452,2017-09-06,1,453,180,241,0.276,0.961,-0.523,-0.257,-75.968,HR3354,Failed,,On Agreeing to the Amendment,
115,House,453,2017-09-06,1,454,140,280,0.48200000000000004,0.8759999999999999,-0.46,0.163,-78.773,HR3354,Failed,,On Agreeing to the Amendment,
115,House,454,2017-09-06,1,455,225,195,0.149,-0.075,-0.271,-0.332,-29.811,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,455,2017-09-06,1,456,173,246,0.161,-0.987,-0.141,0.087,-158.365,HR3354,Failed,,On Agreeing to the Amendment,
115,House,456,2017-09-07,1,457,227,186,0.024,0.055,-0.716,0.09699999999999999,-0.24600000000000002,HRES504,Passed,"Providing for further consideration of the bill (H.R. 3354) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2018, and for other purposes",On Ordering the Previous Question,
115,House,457,2017-09-07,1,458,222,190,-0.179,0.9840000000000001,-0.5770000000000001,-0.8370000000000001,-15.627,HRES504,Passed,"Providing for further consideration of the bill (H.R. 3354) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2018, and for other purposes",On Agreeing to the Resolution,
115,House,458,2017-09-07,1,459,205,207,-0.125,0.992,0.35100000000000003,0.634,-55.88399999999999,HR3354,Failed,,On Agreeing to the Amendment,
115,House,459,2017-09-07,1,460,170,241,-0.196,0.45899999999999996,0.28300000000000003,0.198,-40.635,HR3354,Failed,,On Agreeing to the Amendment,
115,House,460,2017-09-07,1,461,203,211,-0.245,0.97,0.49700000000000005,1.137,-49.817,HR3354,Failed,,On Agreeing to the Amendment,
115,House,461,2017-09-07,1,462,182,229,0.19699999999999998,-0.98,0.389,0.498,-22.133000000000003,HR3354,Failed,,On Agreeing to the Amendment,
115,House,462,2017-09-07,1,463,245,168,-0.165,0.46,-0.14300000000000002,-0.059000000000000004,-123.51700000000001,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,463,2017-09-07,1,464,173,240,0.27699999999999997,0.961,-0.47100000000000003,-0.23800000000000002,-77.85600000000001,HR3354,Failed,,On Agreeing to the Amendment,
115,House,464,2017-09-07,1,465,183,230,-0.11800000000000001,0.247,0.615,0.8759999999999999,-7.374,HR3354,Failed,,On Agreeing to the Amendment,
115,House,465,2017-09-07,1,466,180,230,-0.154,0.272,0.633,0.8,-8.675,HR3354,Failed,,On Agreeing to the Amendment,
115,House,466,2017-09-07,1,467,163,248,0.223,0.975,-0.21,-0.14800000000000002,-118.001,HR3354,Failed,,On Agreeing to the Amendment,
115,House,467,2017-09-07,1,468,217,193,0.011000000000000001,0.209,-0.19399999999999998,-0.345,-54.994,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,468,2017-09-07,1,469,105,307,0.377,-0.9259999999999999,-0.22699999999999998,0.17300000000000001,-115.19,HR3354,Failed,,On Agreeing to the Amendment,
115,House,469,2017-09-07,1,470,199,212,0.188,0.223,-0.18,-0.027000000000000003,-86.876,HR3354,Failed,,On Agreeing to the Amendment,
115,House,470,2017-09-07,1,471,191,221,0.41100000000000003,-0.621,0.508,1.2890000000000001,-26.831999999999997,HR3354,Failed,,On Agreeing to the Amendment,
115,House,471,2017-09-07,1,472,207,205,-0.022000000000000002,0.26899999999999996,-0.139,-0.374,-108.539,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,472,2017-09-07,1,473,190,218,0.491,-0.81,0.401,0.98,-39.025999999999996,HR3354,Failed,,On Agreeing to the Amendment,
115,House,473,2017-09-07,1,474,184,228,0.297,0.276,-0.503,-0.5379999999999999,-51.303999999999995,HR3354,Failed,,On Agreeing to the Amendment,
115,House,474,2017-09-07,1,475,220,191,-0.24600000000000002,0.9690000000000001,0.25,0.627,-92.186,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,475,2017-09-07,1,476,194,218,0.365,-0.413,0.414,1.215,-31.833000000000002,HR3354,Failed,,On Agreeing to the Amendment,
115,House,476,2017-09-07,1,477,189,220,0.049,0.19899999999999998,0.652,1.3769999999999998,-18.558,HR3354,Failed,,On Agreeing to the Amendment,
115,House,477,2017-09-07,1,478,215,196,0.364,-0.44299999999999995,-0.28,-0.679,-46.074,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,478,2017-09-07,1,479,214,197,0.10300000000000001,0.23600000000000002,-0.27399999999999997,-0.456,-37.797,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,479,2017-09-08,1,480,316,90,0.32799999999999996,-0.945,0.201,-0.256,-122.626,HR601,Passed,Reinforcing Education Accountability in Development Act,On Motion to Concur in the Senate Adt to the House Adt to the Senate Adt,
115,House,480,2017-09-08,1,481,156,248,0.447,0.672,-0.29,0.201,-84.12,HR3354,Failed,,On Agreeing to the Amendment,
115,House,481,2017-09-08,1,482,178,227,0.38799999999999996,-0.278,-0.248,-0.29600000000000004,-80.436,HR3354,Failed,,On Agreeing to the Amendment,
115,House,482,2017-09-08,1,483,177,230,0.033,-0.077,0.38799999999999996,1.4509999999999998,-30.048000000000002,HR3354,Failed,,On Agreeing to the Amendment,
115,House,483,2017-09-08,1,484,216,186,0.33299999999999996,-0.41600000000000004,-0.381,-1.022,-28.026,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,484,2017-09-12,1,485,390,0,0.0,0.0,0.0,0.0,0.0,HR2611,Passed,Little Rock Central High School National Historic Site Boundary Modification Act,On Motion to Suspend the Rules and Pass,
115,House,485,2017-09-13,1,486,222,184,0.025,0.051,-0.716,0.095,-0.248,HRES513,Passed,"Providing for consideration of H.R. 3697, the Criminal Alien Gang Member Removal Act; providing for proceedings during the period from September 15, 2017, through September 22, 2017",On Ordering the Previous Question,
115,House,486,2017-09-13,1,487,222,186,0.025,0.051,-0.716,0.095,-0.248,HRES513,Passed,"Providing for consideration of H.R. 3697, the Criminal Alien Gang Member Removal Act; providing for proceedings during the period from September 15, 2017, through September 22, 2017",On Agreeing to the Resolution,
115,House,487,2017-09-13,1,488,218,195,0.158,-0.032,-0.384,-1.1340000000000001,-30.134,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,488,2017-09-13,1,489,225,186,0.006999999999999999,0.09,-0.455,-1.386,-24.534000000000002,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,489,2017-09-13,1,490,201,212,0.161,0.002,0.225,0.484,-49.842,HR3354,Failed,,On Agreeing to the Amendment,
115,House,490,2017-09-13,1,491,198,212,0.21100000000000002,-0.17300000000000001,0.26,0.298,-39.273,HR3354,Failed,,On Agreeing to the Amendment,
115,House,491,2017-09-13,1,492,151,260,0.568,-0.741,-0.344,-0.396,-97.70200000000001,HR3354,Failed,,On Agreeing to the Amendment,
115,House,492,2017-09-13,1,493,279,137,0.37200000000000005,0.265,0.18899999999999997,0.295,-128.44799999999998,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,493,2017-09-13,1,494,98,313,0.469,-0.218,-0.188,0.244,-119.145,HR3354,Failed,,On Agreeing to the Amendment,
115,House,494,2017-09-13,1,495,192,223,0.182,0.8390000000000001,0.868,-0.382,-9.959,HR3354,Failed,,On Agreeing to the Amendment,
115,House,495,2017-09-13,1,496,189,225,-0.20800000000000002,0.978,0.332,0.349,-26.504,HR3354,Failed,,On Agreeing to the Amendment,
115,House,496,2017-09-13,1,497,216,199,0.218,-0.21,-0.249,-0.485,-39.773,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,497,2017-09-13,1,498,226,191,0.127,-0.152,-0.255,-0.599,-31.71,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,498,2017-09-13,1,499,247,170,0.102,0.669,0.287,0.645,-92.413,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,499,2017-09-13,1,500,199,219,0.336,-0.39399999999999996,0.379,1.0190000000000001,-27.935,HR3354,Failed,,On Agreeing to the Amendment,
115,House,500,2017-09-13,1,501,220,198,-0.075,0.997,0.41700000000000004,0.794,-63.964,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,501,2017-09-13,1,502,243,175,0.3,0.177,0.26,0.47100000000000003,-87.796,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,502,2017-09-13,1,503,225,192,0.43,-0.342,0.23199999999999998,0.542,-85.96600000000001,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,503,2017-09-13,1,504,198,219,-0.809,0.588,-0.067,-0.392,-263.85900000000004,HR3354,Failed,,On Agreeing to the Amendment,
115,House,504,2017-09-13,1,505,213,205,-0.031,0.919,0.29,0.425,-60.091,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,505,2017-09-13,1,506,228,188,0.376,-0.23600000000000002,0.237,0.42100000000000004,-75.612,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,506,2017-09-13,1,507,204,212,0.022000000000000002,0.37200000000000005,0.18100000000000002,0.264,-71.27199999999999,HR3354,Failed,,On Agreeing to the Amendment,
115,House,507,2017-09-13,1,508,153,263,0.204,-0.9790000000000001,-0.154,0.115,-147.624,HR3354,Failed,,On Agreeing to the Amendment,
115,House,508,2017-09-13,1,509,131,285,0.408,-0.217,-0.35,0.243,-84.334,HR3354,Failed,,On Agreeing to the Amendment,
115,House,509,2017-09-13,1,510,175,241,0.35200000000000004,-0.03,-0.452,-0.054000000000000006,-56.99100000000001,HR3354,Failed,,On Agreeing to the Amendment,
115,House,510,2017-09-13,1,511,178,238,0.22899999999999998,0.517,-0.19899999999999998,-0.162,-100.63,HR3354,Failed,,On Agreeing to the Amendment,
115,House,511,2017-09-13,1,512,221,196,0.35200000000000004,-0.93,-0.674,-0.843,-17.76,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,512,2017-09-13,1,513,156,260,0.248,-0.722,-0.635,0.603,-66.309,HR3354,Failed,,On Agreeing to the Amendment,
115,House,513,2017-09-13,1,514,191,226,-0.084,0.341,0.27,0.474,-26.305999999999997,HR3354,Failed,,On Agreeing to the Amendment,
115,House,514,2017-09-13,1,515,215,201,0.134,0.115,-0.27399999999999997,-0.47200000000000003,-34.226,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,515,2017-09-14,1,516,184,220,0.017,0.04,0.715,-0.11900000000000001,-0.191,HR3697,Failed,Criminal Alien Gang Member Removal Act,On Motion to Recommit with Instructions,
115,House,516,2017-09-14,1,517,233,175,-0.355,0.816,-0.593,-0.897,-23.526,HR3697,Passed,Criminal Alien Gang Member Removal Act,On Passage,
115,House,517,2017-09-14,1,518,214,194,0.21600000000000003,-0.177,-0.29100000000000004,-0.614,-32.176,HR3354,Agreed to,,On Agreeing to the Amendment,
115,House,518,2017-09-14,1,519,186,223,0.306,-0.488,-0.361,-0.036000000000000004,-59.083,HR3354,Failed,,On Agreeing to the Amendment,
115,House,519,2017-09-14,1,520,186,222,0.023,0.040999999999999995,0.715,-0.11599999999999999,-0.251,HR3354,Failed,,On Agreeing to the Amendment,
115,House,520,2017-09-14,1,521,183,226,0.105,-0.354,0.266,0.42,-25.528000000000002,HR3354,Failed,,On Agreeing to the Amendment,
115,House,521,2017-09-14,1,522,163,245,-0.284,0.484,0.31,0.331,-49.44,HR3354,Failed,,On Agreeing to the Amendment,
115,House,522,2017-09-14,1,523,186,221,0.009000000000000001,0.069,0.271,0.6920000000000001,-27.386,HR3354,Failed,,On Agreeing to the Amendment,
